,country,currency,estimateCurrency,exchange,finnhubIndustry,ipo,logo,marketCapitalization,name,phone,shareOutstanding,ticker,weburl
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Consumer products,1994-11-10,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942959149506.png,5.09704981632653,Algorhythm Holdings Inc,19545961000,2.38,RIME,https://singingmachine.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,N/A,2022-10-04,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950829019266.png,28.36,Aquaron Acquisition Corp,16469702181,2.43,AQU,
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Technology,2020-12-08,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950590150446.png,5.512701,T Stamp Inc,14048069906,2.44,IDAI,https://truststamp.ai/
0,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Packaging,1991-12-11,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/OI.png,1819.5374722862068,O-I Glass Inc,15673365000,154.65,OI,https://www.o-i.com/
0,JP,JPY,JPY,TOKYO STOCK EXCHANGE-TOKYO PRO MARKET,Semiconductors,1999-12-07,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942958774786.png,3586134.80896,Disco Corp,81345901111,108.39,6146.T,https://www.disco.co.jp/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Technology,1980-12-12,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/AAPL.png,3591327.0779529223,Apple Inc,14089961010,15037.87,AAPL,https://www.apple.com/
0,US,USD,USD,OTC MARKETS,Banking,2019-07-09,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950683282436.png,17.6900955,Eureka Homestead Bancorp Inc,15048340242,1.03,ERKH,https://eurekahomestead.com/
0,US,USD,USD,NYSE MKT LLC,Commercial Services & Supplies,1980-03-17,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942959032726.png,139.59361538487974,Acme United Corp,12032546060,3.74,ACU,https://www.acmeunited.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Trading Companies & Distributors,2004-09-23,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/BECN.png,6841.830135580647,Beacon Roofing Supply Inc,15713233939,61.58,BECN,https://www.becn.com/
0,ID,USD,USD,INDONESIA STOCK EXCHANGE,Chemicals,2008-05-26,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942958747466.png,614231982.8125,Chandra Asri Pacific PT Tbk,62215307950,86511.55,TPIA.JK,https://www.chandra-asri.com/
0,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Biotechnology,2018-03-15,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950517794166.png,1013.960878748503,Arcus Biosciences Inc,15106946200,105.84,RCUS,https://arcusbio.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Road & Rail,1994-10-28,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/CVLG.png,598.4759569737267,Covenant Logistics Group Inc,14238211212,26.55,CVLG,https://www.covenantlogistics.com/
0,US,USD,USD,OTC MARKETS,N/A,2001-07-11,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942959558036.png,13.9554185,Curative Biotechnology Inc,15619078990,919.26,CUBT,https://curativebiotech.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Retail,2019-06-20,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950694019186.png,1275.389093304423,Grocery Outlet Holding Corp,15108451999,97.36,GO,https://groceryoutlet.com/
0,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,2001-07-25,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/ZBH.png,20965.33,Zimmer Biomet Holdings Inc,15742676131,199.06,ZBH,https://www.zimmerbiomet.com/en
0,SG,USD,USD,HONG KONG EXCHANGES AND CLEARING LTD,"Hotels, Restaurants & Leisure",2022-12-30,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950834305096.png,13331.12973,Super Hi International Holding Ltd,8618661951778,650.3,9658.HK,https://www.superhiinternational.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Auto Components,1980-03-17,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/PATK.png,2971.8366810641064,Patrick Industries Inc,15742947511,33.64,PATK,https://patrickind.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Retail,2021-06-10,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950363523126.png,123.20045922689074,1stdibs.Com Inc,12126273929,35.4,DIBS,https://www.1stdibs.com/
0,IL,USD,USD,NASDAQ NMS - GLOBAL MARKET,Pharmaceuticals,2018-02-01,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942970682076.png,15.88162814360771,Sol Gel Technologies Ltd,97289313433,27.86,SLGL,http://www.sol-gel.com
0,FR,EUR,EUR,NYSE EURONEXT - EURONEXT PARIS,Banking,2001-12-13,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/985899343126.png,49904.905195,Credit Agricole SA,33143235202,3025.9,ACA.PA,https://www.credit-agricole.com/
0,CA,CAD,CAD,TORONTO STOCK EXCHANGE,Utilities,2015-11-05,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950467091666.png,27897.733741,Hydro One Ltd,14163455000,599.44,H.TO,https://www.hydroone.com
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,2017-09-20,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950578241996.png,395.05844398396783,Celcuity Inc,17633920767,37.13,CELC,https://www.celcuity.com/
0,US,USD,USD,OTC MARKETS,Electrical Equipment,1995-05-05,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950811455486.png,43.06157190611466,Autoscope Technologies Corp,16124382363,5.47,AATC,https://www.autoscope.com
0,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Consumer products,1996-11-22,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/NUS.png,395.2960859701493,NU Skin Enterprises Inc,18013456100,49.72,NUS,https://www.nuskin.com/
0,CN,USD,USD,NASDAQ NMS - GLOBAL MARKET,Machinery,2025-01-02,,26.825,INLIF Ltd,8615375760760,14.5,INLF,
0,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,1993-05-03,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/RGA.png,12583.59889256145,Reinsurance Group of America Inc,16367367000,66.02,RGA,https://www.rgare.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Financial Services,2007-12-12,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942959026226.png,30.71139159375,FlexShopper Inc,15613671504,21.46,FPAY,https://www.flexshopper.com/
0,US,USD,USD,NYSE MKT LLC,Banking,1986-06-02,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942959051016.png,947.6223324776141,Tompkins Financial Corp,16072742078,14.43,TMP,https://www.tompkinsfinancial.com/
0,MO,USD,USD,NASDAQ NMS - GLOBAL MARKET,Electrical Equipment,1995-07-19,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942958715066.png,36.969753,Deswell Industries Inc,85328322096,15.94,DSWL,https://www.deswell.com
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,2021-08-10,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950683060856.png,98.93100599999998,Climb Bio Inc,18668572596,67.22,CLYM,https://climbbio.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Commercial Services & Supplies,2022-02-25,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950820720456.png,78.50808265625,Bitcoin Depot Inc,16784359604,60.39,BTM,https://bitcoindepot.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Technology,1995-09-19,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/SMSI.png,21.461417,Smith Micro Software Inc,14128375300,17.74,SMSI,https://www.smithmicro.com/
0,KZ,KZT,KZT,NASDAQ NMS - GLOBAL MARKET,Financial Services,2018-05-28,,19871.988884742645,Kaspi.kz AO,77273563423,189.33,KSPI,https://ir.kaspi.kz/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Machinery,2021-01-27,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950727926086.png,26.288699856213018,Agrify Corp,18554200020,1.83,AGFY,https://www.agrify.com/
0,CA,USD,USD,TORONTO STOCK EXCHANGE,Metals & Mining,2015-10-09,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/SIL.TO.png,2183.75,SilverCrest Metals Inc,16046941730,149.27,SIL.TO,https://silvercrestmetals.com/
0,ID,USD,USD,INDONESIA STOCK EXCHANGE,Energy,2008-07-16,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942980522856.png,60539306.738281,Adaro Energy Indonesia TBK PT,62215211265,30758.67,ADRO.JK,https://www.adaro.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Consumer products,2021-01-26,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950796835306.png,226.70801867867036,United Homes Group Inc,18447664663,48.41,UHG,https://www.diamondheadholdings.com/
0,GB,GBP,GBP,LONDON STOCK EXCHANGE,Banking,1986-10-08,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/LLOY.L.png,44077.343162,Lloyds Banking Group PLC,442076261500,60729.07,LLOY.L,https://www.lloydsbankinggroup.com
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Media,2018-02-22,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/LVO.png,70.15706507680648,LiveOne Inc,13106012505,96.09,LVO,https://www.livexlive.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,2013-05-22,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950683392756.png,394.12107232936756,Arcturus Therapeutics Holdings Inc,18589002660,27.09,ARCT,https://arcturusrx.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Pharmaceuticals,2016-06-02,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/CLSD.png,70.36760657145784,Clearside Biomedical Inc,16782703631,75.84,CLSD,https://clearsidebio.com/
0,US,USD,USD,OTC MARKETS,N/A,2021-09-23,,4.76,Pineapple Express Cannabis Co,13577778876,19.83,PNXP,https://minaro-corp.com/
0,US,USD,USD,OTC MARKETS,N/A,2016-04-27,https://static.finnhub.io/logo/45b20f00-80d2-11ea-9130-00000000092a.png,34.11,Hubilu Venture Corporation,13103087887,26.24,HBUV,https://www.hubilu.com/
0,US,USD,USD,NYSE MKT LLC,Biotechnology,2024-08-01,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950653647366.png,34.824476190476204,OS Therapies Inc,14102977793,21.77,OSTX,https://ostherapies.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Health Care,2014-02-14,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/INGN.png,205.86926676568498,Inogen Inc,18055620500,26.53,INGN,https://www.inogen.com/
0,CN,USD,USD,NASDAQ NMS - GLOBAL MARKET,Metals & Mining,2017-09-01,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950563901726.png,7.64,ZK International Group Co Ltd,8657786852999,5.16,ZKIN,https://www.zkinternationalgroup.com/
0,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Food Products,2023-09-27,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950866955286.png,1728.248988007874,WK Kellogg Co,12699612000,86.2,KLG,https://www.wkkellogg.com/
0,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Banking,2012-09-20,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950004915956.png,1519.9294694511464,National Bank Holdings Corp,13038928715,38.06,NBHC,https://nationalbankholdings.com
0,US,USD,USD,NYSE MKT LLC,Biotechnology,2010-09-06,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/PLX.png,172.30257562025318,Protalix Biotherapeutics Inc,12016969345,73.63,PLX,https://protalix.com/
0,US,USD,USD,OTC MARKETS,Health Care,2011-11-03,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950372770926.png,5.81458310350053,Mitesco Inc,18443838689,9.38,MITI,https://mitescoinc.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Consumer products,2019-06-12,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/ATER.png,18.823649557522128,Aterian Inc,13476761681,8.76,ATER,https://www.aterian.io/
0,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,2000-09-29,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/ITGR.png,4099.972617149226,Integer Holdings Corp,12146185243,33.62,ITGR,https://integer.net
0,CN,USD,USD,NASDAQ NMS - GLOBAL MARKET,N/A,2023-02-15,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950769218096.png,35.55,Distoken Acquisition Corp,8687168227160,3.2,DIST,
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,2004-07-28,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MNKD.png,1511.8848926341464,MannKind Corp,18186615000,303.59,MNKD,https://mannkindcorp.com/
0,GB,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,2008-10-27,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/JHG.png,5864.301870983752,Janus Henderson Group PLC,442078181818,157.56,JHG,https://www.janushenderson.com/
0,US,USD,USD,OTC MARKETS,Retail,2011-02-23,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942959066656.png,0.257436,Tekumo Inc,13034892950,2162.93,TKMO,http://www.balincanusa.com/
0,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Road & Rail,1994-03-31,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/UHAL.png,12430.13414299149,U-Haul Holding Co,17756886300,196.08,UHAL,https://www.amerco.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Retail,1985-08-08,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/ROST.png,44857.17372732498,Ross Stores Inc,19259654400,329.93,ROST,https://www.rossstores.com/
0,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Construction,2018-10-16,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/ACA.png,3881.1079303568704,Arcosa Inc,19729426500,48.78,ACA,https://www.arcosa.com/
0,CA,USD,USD,NASDAQ NMS - GLOBAL MARKET,N/A,2023-03-24,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950838320906.png,69.4367608714409,Oak Woods Acquisition Corp,14035617750,6.04,OAKU,https://oakwoodsacquisition.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,2000-04-06,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/SGMO.png,216.99275624,Sangamo Therapeutics Inc,15109706000,208.65,SGMO,https://www.sangamo.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,N/A,2011-01-20,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950012210506.png,1732.99,Oxford Lane Capital Corp,12039835275,345.91,OXLC,https://www.oxfordlanecapital.com/
0,US,USD,USD,OTC MARKETS,Metals & Mining,1996-07-08,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942959557046.png,28.8960471137,Dynaresource Inc,19728689066,29.43,DYNR,https://www.dynaresource.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,2024-09-13,,900.5784931365081,Bicara Therapeutics Inc,16174684219,54.42,BCAX,https://www.bicara.com/
0,HK,USD,USD,OTC MARKETS,Insurance,2000-06-22,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950742382806.png,393.61131144,QDM International Inc,85234886893,291.56,QDMI,http://www.247kiddoc.com
0,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,2019-07-16,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/XL.png,46.87858158704453,Spruce Power Holding Corp,18667778235,18.6,SPRU,https://xlfleet.com/
0,US,,,OTC MARKETS,N/A,2011-11-21,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942979955936.png,0.109628,Eco Innovation Group Inc,18009224356,1096.28,ECOX,https://www.ecoig.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Professional Services,1996-11-27,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942959065256.png,196.60859492149166,Forrester Research Inc,16176136000,19.0,FORR,https://www.forrester.com/consulting/
0,US,USD,USD,OTC MARKETS,Metals & Mining,2001-10-04,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950871515876.png,4.429895125,Mineralrite Corp,14698818900,4347.78,RITE,https://mineral-rite.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,2014-02-24,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950351580586.png,79.7896982996109,Skye Bioscience Inc,18584100266,30.34,SKYE,https://skyebioscience.com/
0,CN,CNY,CNY,OTC MARKETS,Road & Rail,2021-06-30,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/DIDI.png,24695.234797,DiDi Global Inc,861083042168,1223.06,DIDIY,https://www.didiglobal.com
0,US,,,NASDAQ NMS - GLOBAL MARKET,N/A,2024-12-13,,275.56,Roman DBDR Acquisition Corp II,16506182524,27.67,DRDBU,
0,CA,USD,USD,TORONTO STOCK EXCHANGE,Real Estate,1993-06-22,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/CIGI.TO.png,9019.83452,Colliers International Group Inc,14169609500,50.62,CIGI.TO,https://www.collierscanada.com/
0,GB,USD,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,2018-06-22,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950637440396.png,550.866834,Autolus Therapeutics PLC,442038296230,266.12,AUTL,https://www.autolus.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,2018-08-09,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942970310846.png,2.417747,Vaccinex Inc,15852712700,2.68,VCNX,https://www.vaccinex.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Commercial Services & Supplies,2009-07-16,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/QRHC.png,91.40927555844156,Quest Resource Holding Corp,19724640004,20.59,QRHC,https://www.questrmg.com/investors/
0,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,1988-12-09,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942959039776.png,2136.675452034108,Federal Agricultural Mortgage Corp,12028727700,10.89,AGM,https://www.farmermac.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,"Hotels, Restaurants & Leisure",2015-06-12,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/WING.png,6509.859973395639,Wingstop Inc,19726866500,28.66,WING,https://ir.wingstop.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Health Care,1997-06-18,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942959149396.png,567.2094577934322,Simulations Plus Inc,16617237723,20.09,SLP,https://www.simulations-plus.com/
0,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,2010-06-24,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950006637966.png,438.352349,Hudson Pacific Properties Inc,13104455700,141.35,HPP,https://www.hudsonpacificproperties.com/
0,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Life Sciences Tools & Services,1995-11-17,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/WAT.png,23347.905315482745,Waters Corp,15084782000,59.41,WAT,https://www.waters.com
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Health Care,2014-11-11,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950370778706.png,164.52003309571555,Joint Corp,14802455960,14.98,JYNT,https://www.thejoint.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Banking,1993-03-01,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942959152436.png,79.01839074559595,United Bancorp Inc,17406330445,5.79,UBCP,https://www.unitedbancorp.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,2019-10-03,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950527947946.png,209.19328061829648,Korro Bio Inc,16174681999,9.37,KRRO,https://www.korrobio.com/
0,IE,AUD,AUD,NASDAQ NMS - GLOBAL MARKET,Auto Components,2021-03-08,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950842665746.png,5.561292543435489,Carbon Revolution PLC,35319201000,1.88,CREV,https://www.carbonrev.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Metals & Mining,2022-03-01,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950821725536.png,11.34576360849057,5E Advanced Materials Inc,14422922120,16.58,FEAM,https://5eadvancedmaterials.com/
0,IL,USD,USD,NASDAQ NMS - GLOBAL MARKET,Electrical Equipment,1997-01-22,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942958752376.png,75.67212612169637,Eltek Ltd,97239395050,6.71,ELTK,https://www.nisteceltek.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,2014-11-06,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/CHRS.png,120.52579859296482,Coherus BioSciences Inc,16506493530,115.21,CHRS,https://www.coherus.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,2021-02-10,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950683358226.png,3.44664971097345,GRI Bio Inc,16194001171,0.53,GRI,https://www.gribio.com/
0,US,USD,USD,OTC MARKETS,N/A,2011-07-29,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942961995676.png,12.852978,Financial Gravity Companies Inc,18005883893,94.78,FGCO,https://financialgravity.com/
0,GB,USD,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,2008-07-14,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/TLSA.png,187.01441304,Tiziana Life Sciences Ltd,442074952379,110.66,TLSA,https://www.tizianalifesciences.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,1972-10-05,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/AMAT.png,126480.78700368485,Applied Materials Inc,14087275555,812.44,AMAT,https://www.appliedmaterials.com/
0,IE,USD,USD,ASX - ALL MARKETS,Construction,2001-10-15,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/JHX.AX.png,22009.396946,James Hardie Industries PLC,35314116924,429.81,JHX.AX,http://www.ir.jameshardie.com.au/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Communications,1990-02-16,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950800186156.png,254372.02058857057,Cisco Systems Inc,14085264000,3978.29,CSCO,https://www.cisco.com/
0,GB,USD,USD,LONDON STOCK EXCHANGE,Metals & Mining,1973-11-01,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/RIO.L.png,81038.864143,Rio Tinto PLC,442077811623,1625.19,RIO.L,https://www.riotinto.com/
0,US,USD,USD,OTC MARKETS,Banking,1988-11-10,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950007107396.png,100.12140800000002,Community Bancorp,18023347915,5.58,CMTV,https://www.communitynationalbank.com/community-bancorp
0,US,USD,USD,OTC MARKETS,N/A,1993-10-27,https://static.finnhub.io/logo/e411f208-80f8-11ea-aeac-00000000092a.png,2.34,Strategic Acquisitions Inc,12128786532,6.67,STQN,https://www.strategicla.com/
0,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",N/A,2021-11-24,,503.61,Guggenheim Active Allocation Fund,13128270100,32.98,GUG,
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Food Products,2011-07-27,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950347619736.png,56.915718955613585,Barfresh Food Group Inc,13105987110,15.81,BRFH,https://www.barfresh.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Telecommunication,2015-02-03,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942972421796.png,729.5312980185281,Anterix Inc,19737710300,18.59,ATEX,https://anterix.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Health Care,1989-08-23,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/NEOG.png,2256.217657314629,Neogen Corp,15173729200,216.94,NEOG,https://www.neogen.com/
0,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,2015-05-01,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950457298436.png,3114.282871525886,Black Stone Minerals LP,17134453200,211.14,BSM,https://www.blackstoneminerals.com/
0,KR,KRW,KRW,KOREA EXCHANGE (STOCK MARKET),Banking,2019-02-13,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/316140.KS.png,12044796.375732,Woori Financial Group Inc,82221252000,742.59,316140.KS,https://www.woorifg.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,2021-07-30,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950525376506.png,70.17033621276596,Tenaya Therapeutics Inc,14158652066,154.22,TNYA,https://www.tenayatherapeutics.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Banking,1995-11-21,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942959065206.png,455.74374710344813,Flushing Financial Corp,17189615400,33.66,FFIC,https://investor.flushingbank.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Machinery,1989-12-15,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942959070306.png,111.19717285399447,Perma-Pipe International Holdings Inc,12815986222,7.98,PPIH,https://www.permapipe.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,N/A,2022-04-20,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950824432336.png,41.87,Yotta Acquisition Corp,12126121400,3.68,YOTA,
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Logistics & Transportation,2025-02-05,,20.62,Callan JMB Inc,18304380395,4.44,CJMB,https://callanjmb.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,2024-02-09,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950766933356.png,77.46751568041236,Metagenomi Inc,15108714880,37.42,MGX,https://metagenomi.co/
0,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Airlines,1977-06-27,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/LUV.png,17305.703698760582,Southwest Airlines Co,12147924000,592.66,LUV,https://www.southwest.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,N/A,2023-06-14,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950829100616.png,42.028649931034494,ESH Acquisition Corp,12129918332,3.9,ESHA,
